,CensusTract,State,County,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,Urban,Rural,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,HUNVFlag,GroupQuartersFlag,OHU2010,NUMGQTRS,PCTGQTRS,LowIncomeTracts,POP2010,UATYP10,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lahunvhalf,lahunvhalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lahunv1,lahunv1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lahunv10,lahunv10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lahunv20,lahunv20share,geoid
5839,6037402706,CA,Los Angeles,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,964,25.0,0.0063371,0,3945,U,125.0333728,0.031694138,26.82557953,0.006799893,32.3479812,0.029896471,18.33272033,0.058199112000000004,1.36013124,0.001410925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06037402706
5840,6037402801,CA,Los Angeles,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1097,5.0,0.0009670999999999999,1,5170,U,4367.52156,0.8447817329999999,2815.690277,0.544620943,1653.442725,0.8496622429999999,147.5312927,0.8288274870000001,14.49169144,0.013210293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06037402801
5841,6037402803,CA,Los Angeles,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,724,48.0,0.0139697,1,3436,U,3435.999985,0.9999999959999999,2064.7405129999997,0.600914003,1255.000014,1.000000011,160.9999987,0.999999992,102.1922646,0.141149537,14.214677100000001,0.004136984,9.377546519,0.0027292040000000003,5.975953355,0.004761716,0.43847665700000005,0.0027234570000000003,0.075171335,0.000103828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06037402803
5842,6037402804,CA,Los Angeles,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,944,47.0,0.0115055,1,4085,U,4085.000086,1.000000021,2314.4972199999997,0.566584387,1422.0000289999998,1.000000021,152.0000009,1.0000000059999998,28.33629715,0.030017264,2356.577613,0.576885585,1334.20554,0.326610903,833.2184204,0.585948256,74.90649758,0.492805905,13.98878496,0.014818628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06037402804
5843,6037402902,CA,Los Angeles,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1381,225.0,0.0349108,1,6445,U,3736.985075,0.579827009,2106.590198,0.32685650899999996,1175.3658289999998,0.562375995,331.42007060000003,0.660199344,64.73594399,0.046876136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06037402902
5844,6037402903,CA,Los Angeles,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,920,0.0,0.0,1,4138,U,4137.99994,0.999999986,2014.239345,0.486766395,1323.999993,0.999999995,297.9999987,0.9999999959999999,48.94679635,0.05320304,1490.433094,0.360181995,725.4927428999999,0.17532449100000003,494.74085319999995,0.373671339,95.55312773,0.32064808,18.15915431,0.019738211000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06037402903
5845,6037402904,CA,Los Angeles,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,792,0.0,0.0,1,3603,U,3600.9999789999997,0.9994449009999999,1293.377708,0.358972442,1093.9999990000001,0.999999999,284.0000026,0.993007002,25.72361596,0.032479312999999996,1041.397254,0.289036152,343.2015902,0.09525439599999999,321.7230341,0.294079556,65.51565864,0.22907573,9.478692854,0.011968046999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06037402904
5846,6037403000,CA,Los Angeles,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1448,14.0,0.0020483,1,6835,U,3763.4067590000004,0.550608158,1825.326014,0.267055745,1155.987407,0.541192606,334.0302166,0.599695182,34.08104411,0.023536632999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06037403000
5847,6037403200,CA,Los Angeles,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,389.0,0.9948849,1,391,U,391.0000077,1.00000002,391.0000077,1.00000002,0.0,0.0,37.99999998,1.0,0.0,0.0,223.29772830000002,0.571093934,223.29772830000002,0.571093934,0.0,0.0,27.09181662,0.7129425429999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06037403200
5848,6037403303,CA,Los Angeles,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,768,8.0,0.0031708,0,2523,U,1672.318601,0.66282941,262.4012778,0.10400367699999999,341.67620550000004,0.666035488,229.67100630000002,0.634450294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06037403303
5849,6037403304,CA,Los Angeles,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1682,0.0,0.0,0,5178,U,3776.501634,0.729335966,372.4793108,0.071934977,737.395034,0.755527699,571.6550945,0.690404703,32.66561257,0.019420697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06037403304
5850,6037403305,CA,Los Angeles,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,694,0.0,0.0,0,2100,U,1331.1833960000001,0.633896855,199.330846,0.09491945,301.95040439999997,0.6330197160000001,105.904475,0.575567799,7.422736982999999,0.010695586000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06037403305
5851,6037403312,CA,Los Angeles,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1570,18.0,0.0034884,0,5160,U,1648.467209,0.31947038899999997,277.3999164,0.053759674,399.36470560000004,0.33447630300000003,188.7646128,0.34196487799999997,0.11290292800000001,7.191270000000001e-05,0.290659487,5.6329399999999996e-05,0.07013426,1.3591900000000001e-05,0.083045572,6.95524e-05,0.041522786,7.522239999999999e-05,0.003616501,2.3035e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06037403312
5852,6037403316,CA,Los Angeles,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2405,19.0,0.0028011,0,6783,U,6072.210196,0.895210113,591.7338629,0.08723778,1208.218825,0.884494015,865.2534052000001,0.908879627,31.64677463,0.013158742,3905.292699,0.575747118,400.1971749,0.059000026,762.4959689,0.55819617,504.2298458000001,0.529653199,24.46632754,0.010173109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06037403316
5853,6037403317,CA,Los Angeles,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1443,14.0,0.0029655000000000003,0,4721,U,4333.062436,0.9178272479999999,559.1880032,0.11844694,950.1219287999999,0.9109510340000001,443.7915913,0.950303193,19.94374964,0.013821031999999999,2236.6675149999996,0.473769861,331.24785380000003,0.070164765,481.05624500000005,0.46122362899999997,233.09566969999997,0.49913419600000003,11.27147008,0.007811136999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06037403317
5854,6037403318,CA,Los Angeles,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1983,16.0,0.0025629000000000003,0,6243,U,3464.0239149999998,0.554865275,501.46333880000003,0.080324097,754.151755,0.540610577,333.506011,0.628071584,10.27588554,0.00518199,279.2037163,0.044722684000000006,49.41531155,0.007915315,66.23758070000001,0.047482137,33.13090496,0.062393418,1.17668263,0.000593385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06037403318
5855,6037403319,CA,Los Angeles,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1567,6.0,0.0014085,0,4260,U,2641.480905,0.62006594,496.6925766,0.11659450199999999,484.7963922,0.5617571170000001,303.2444433,0.684524703,0.0,0.0,12.41835213,0.0029151059999999998,1.6154532430000001,0.000379214,1.8284690380000002,0.002118736,2.2855863569999997,0.005159337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06037403319
5856,6037403320,CA,Los Angeles,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1685,15.0,0.0026915,0,5573,U,4374.589206000001,0.784961279,323.9937726,0.058136331,928.8208049000001,0.77595723,403.3758047,0.763969327,10.9393576,0.0064922,1819.915927,0.32655947,143.8149014,0.025805652000000002,387.3066588,0.32356446,162.7743933,0.308284836,5.86014504,0.003477831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06037403320
5857,6037403321,CA,Los Angeles,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1921,21.0,0.0034803000000000004,0,6034,U,4339.052167,0.7191004590000001,349.63665679999997,0.057944424,938.7834108999999,0.726050588,511.85046669999997,0.73017185,65.369091,0.034028678,1231.536022,0.20409944,77.27762109999999,0.01280703,296.65950539999994,0.22943503899999998,114.93352620000002,0.16395652800000002,22.05604029,0.011481541000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06037403321
5858,6037403322,CA,Los Angeles,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1219,11.0,0.0028886999999999997,0,3808,U,3397.9915880000003,0.8923297240000001,629.710719,0.16536521,716.510058,0.8867698740000001,416.1924759,0.861682145,43.51493042,0.035697236,701.2166467000001,0.184143027,104.1444024,0.027348845,161.146305,0.19943849600000002,83.65225148,0.173193067,4.739742447,0.003888222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06037403322
5859,6037403323,CA,Los Angeles,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1789,25.0,0.0046677,0,5356,U,4127.182546999999,0.770571797,541.9096147000001,0.101178046,903.1772599,0.769316235,514.449323,0.76783481,8.984641857,0.005022159,434.5750685,0.08113798900000001,12.22589733,0.002282654,103.431155,0.088101495,56.95877546,0.08501309800000001,1.99116056,0.0011130019999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06037403323
5860,6037403324,CA,Los Angeles,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2139,6.0,0.0008818,0,6804,U,4750.774706,0.698232614,497.18039389999996,0.07307178,949.4001926000001,0.6830217209999999,566.36689,0.6940770709999999,22.89867723,0.010705319,1605.4260199999999,0.23595326600000002,183.6870599,0.026996922000000003,324.85030750000004,0.233705257,206.8457559,0.253487446,4.693864652,0.00219442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06037403324
5861,6037403325,CA,Los Angeles,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1511,0.0,0.0,0,4795,U,2417.07533,0.504082446,385.4883177,0.08039381,508.8373142,0.468974483,259.69973569999996,0.508218661,3.215137258,0.0021278210000000002,157.544734,0.032856045,24.32857001,0.005073737,37.09849638,0.034192163,16.01040277,0.031331512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06037403325
5862,6037403401,CA,Los Angeles,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1489,3.0,0.0005955,0,5038,U,2996.423435,0.594764477,751.0476049,0.149076539,645.9574892,0.616960353,345.7705363,0.545379395,29.10886094,0.019549268999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06037403401
5863,6037403402,CA,Los Angeles,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,966,4.0,0.0012040999999999998,0,3322,U,1801.4026010000002,0.542264479,172.13966340000002,0.051818080999999995,398.15671089999995,0.5365993410000001,273.19293139999996,0.572731512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06037403402
5864,6037403403,CA,Los Angeles,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1511,0.0,0.0,0,5140,U,2481.912369,0.482862329,147.6131557,0.028718512999999998,509.253567,0.49298506,252.27058799999998,0.42256379899999996,17.40417531,0.011518316,75.7007432,0.014727771,3.31251654,0.000644458,15.60921466,0.015110566,7.602530926,0.012734558,0.631731253,0.00041808800000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06037403403
5865,6037403404,CA,Los Angeles,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,736,0.0,0.0,0,2521,U,1211.702939,0.48064376799999997,121.73694029999999,0.048289147000000004,256.3520299,0.492038445,162.67024630000003,0.45438616299999995,8.613117426,0.011702605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06037403404
5866,6037403405,CA,Los Angeles,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,482,2.0,0.0012262,0,1631,U,1593.870794,0.977235312,121.4659875,0.07447332200000001,331.00942549999996,0.9735571340000001,181.9822606,0.9783992509999999,0.0,0.0,365.690928,0.22421270899999998,27.86863959,0.017086841999999998,75.29338288,0.22145112600000003,38.40025067,0.20645296100000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06037403405
5867,6037403406,CA,Los Angeles,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,840,11.0,0.0039342,0,2796,U,711.7319884999999,0.25455364399999997,268.0963491,0.095885676,148.0259936,0.222930713,95.57140093,0.310296756,8.166148858,0.009721605999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06037403406
5868,6037403407,CA,Los Angeles,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,587,0.0,0.0,0,2132,U,2071.173023,0.971469523,78.45030248,0.036796577000000004,469.33365819999995,0.975745651,155.6992195,0.9670758979999999,0.0,0.0,334.7568675,0.157015416,11.35555136,0.005326244,92.37254739,0.192042718,19.82399839,0.123130425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06037403407
5869,6037403408,CA,Los Angeles,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1918,14.0,0.002129,0,6576,U,5184.544917,0.788404032,866.265892,0.131731431,1015.440055,0.809115582,594.1955642000001,0.7065345590000001,41.31097387,0.021538567999999998,7.450293063999999,0.001132952,1.366877556,0.00020785900000000002,1.3399807209999999,0.001067714,1.036251783,0.001232166,0.048550027999999995,2.5312800000000003e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06037403408
5870,6037403500,CA,Los Angeles,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,526,93.0,0.057125300000000004,0,1628,U,1627.999983,0.9999999890000001,222.60617209999998,0.136735978,338.9999986,0.9999999959999999,412.99999360000004,0.999999985,163.8923304,0.31158237699999997,1137.40686,0.698652863,155.5244399,0.09553098300000001,279.26489360000005,0.823790247,179.1800419,0.43384998,104.9068643,0.199442708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06037403500
5871,6037403600,CA,Los Angeles,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2181,23.0,0.0034472,0,6672,U,3822.766407,0.572956596,580.5483558,0.087012643,825.8860841,0.536289665,669.9954107000001,0.627336527,54.25769291,0.024877437999999998,874.8920616,0.131128906,175.00345009999998,0.026229534,162.43031619999996,0.105474231,200.8901148,0.188099358,9.35912137,0.004291206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06037403600
5872,6037403702,CA,Los Angeles,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1172,89.0,0.0234581,0,3794,U,3448.3036,0.908883395,291.5291569,0.076839525,757.0218012,0.9077000009999999,576.9740544,0.933614975,0.0,0.0,28.14740753,0.007418927,2.116248786,0.000557788,6.09208703,0.007304661,4.1480088230000005,0.006711988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06037403702
5873,6037403703,CA,Los Angeles,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1700,6.0,0.0012637,0,4748,U,4536.419524,0.955437979,466.97914410000004,0.09835281,960.2960800000001,0.963185637,737.1663721,0.9343046540000001,81.71601365,0.048068243,1172.1768650000001,0.24687802600000003,95.42144448,0.020097187,223.60846490000003,0.22428130899999998,241.26380469999998,0.30578429,38.34262141,0.022554482999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06037403703
5874,6037403721,CA,Los Angeles,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1660,13.0,0.002601,0,4998,U,43.21614575,0.008646688000000001,6.736733437000001,0.001347886,11.91718692,0.009808384,3.4137954710000002,0.005284513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06037403721
5875,6037403722,CA,Los Angeles,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1731,5.0,0.000872,1,5734,U,419.38273060000006,0.073139646,157.4889673,0.027465812000000003,138.7412155,0.079371405,41.35452941,0.088364379,14.52006086,0.00838825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06037403722
5876,6037403801,CA,Los Angeles,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2003,70.0,0.0112685,0,6212,U,616.8926005,0.09930660000000001,200.0677886,0.032206662999999996,141.78312,0.08872535699999999,37.24601396,0.07108017900000001,7.964556179,0.003976314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06037403801
5877,6037403802,CA,Los Angeles,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1923,62.0,0.0111651,0,5553,U,522.5164932,0.094096253,167.8028272,0.030218408999999998,125.80301200000001,0.093049565,52.17046949,0.083339408,9.827851131000001,0.005110687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06037403802
5878,6037403901,CA,Los Angeles,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,923,31.0,0.009967799999999999,0,3110,U,1879.3308789999999,0.604286456,446.819567,0.143671886,463.63443780000006,0.597467059,208.0921968,0.599689328,3.1707731630000002,0.0034352909999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06037403901
5879,6037403902,CA,Los Angeles,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1523,337.0,0.0701207,0,4806,U,4680.414074,0.9738689290000001,1901.7159559999998,0.395696204,1032.443444,0.972168968,751.5919706,0.973564729,14.36601232,0.009432707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06037403902
5880,6037404000,CA,Los Angeles,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1311,31.0,0.0069289,0,4474,U,2459.9580690000003,0.549834168,494.58935870000005,0.110547465,660.0882622,0.561777244,226.84247009999999,0.657514406,10.3816793,0.007918900999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06037404000
5881,6037404100,CA,Los Angeles,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1457,14.0,0.0021721999999999996,0,6445,U,2611.0113699999997,0.40512201200000003,848.7088622000001,0.131684851,799.2060647999999,0.41777630200000004,199.5420379,0.436634656,16.82326677,0.011546511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06037404100
5882,6037404201,CA,Los Angeles,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,999,16.0,0.0043115,1,3711,U,505.3383478,0.136173093,334.5527015,0.090151631,206.34187350000002,0.17516288100000002,7.98074808,0.03990374,11.44243223,0.011453886000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06037404201
5883,6037404202,CA,Los Angeles,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,786,499.0,0.14824720000000002,1,3366,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06037404202
5884,6037404301,CA,Los Angeles,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1479,7.0,0.0012357000000000002,1,5665,U,5581.750247999999,0.985304545,3234.7091739999996,0.570998972,1731.261658,0.9859121059999999,464.9206864,0.982918999,252.10652569999996,0.17045742100000003,452.9851652,0.079962077,164.508532,0.029039457999999997,145.42892519999998,0.082818295,12.68550722,0.026819254,19.65718292,0.013290861000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06037404301
5885,6037404302,CA,Los Angeles,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,594,0.0,0.0,0,2498,U,10.60125756,0.004243898,3.2031520010000003,0.001282287,3.745707139,0.005305534000000001,0.02022819,0.000100638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06037404302
5886,6037404401,CA,Los Angeles,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,991,0.0,0.0,0,3979,U,3979.0000200000004,1.000000005,1088.092488,0.27345878100000004,1284.999994,0.9999999959999999,301.9999991,0.9999999970000001,16.48640365,0.016636129,2385.8436070000002,0.5996088479999999,550.5583104,0.13836599900000002,775.4349563999999,0.603451328,174.4360474,0.577602806,9.157744177,0.009240911999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06037404401
5887,6037404402,CA,Los Angeles,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1226,95.0,0.0186019,0,5107,U,3859.198925,0.75566848,1358.6620289999998,0.266039168,1146.652183,0.781098217,300.863942,0.706253385,25.10196193,0.020474683,975.7678977,0.191064793,241.28298590000003,0.047245543,275.18915350000003,0.187458551,77.47971351,0.18187726199999998,6.631956325,0.005409426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06037404402
