,geoid,LowIncomeTracts
6118,06037480101,0
6119,06037480102,0
6120,06037480201,0
6121,06037480202,0
6122,06037480302,0
6123,06037480303,1
6124,06037480304,1
6125,06037480400,0
6126,06037480500,0
6127,06037480600,0
6128,06037480702,0
6129,06037480703,0
6130,06037480704,0
6131,06037480802,0
6132,06037480803,0
6133,06037480804,1
6134,06037480901,1
6135,06037480902,1
6136,06037480903,0
6137,06037481001,1
6138,06037481002,1
6139,06037481101,1
6140,06037481102,0
6141,06037481103,0
6142,06037481201,1
6143,06037481202,0
6144,06037481300,0
6145,06037481401,1
6146,06037481402,0
6147,06037481500,0
6148,06037481603,1
6149,06037481604,1
6150,06037481605,1
6151,06037481606,1
6152,06037481711,1
6153,06037481712,1
6154,06037481713,1
6155,06037481714,1
6156,06037481800,0
6157,06037481901,0
6158,06037481902,0
6159,06037482001,0
6160,06037482002,0
6161,06037482101,0
6162,06037482102,0
6163,06037482201,0
6164,06037482202,0
6165,06037482301,1
6166,06037482303,1
6167,06037482304,1
6168,06037482401,1
6169,06037482402,1
6170,06037482502,1
6171,06037482503,1
6172,06037482521,0
6173,06037482522,0
6174,06037482600,0
6175,06037482701,1
6176,06037482702,0
6177,06037482800,0
6178,06037500100,0
6179,06037500201,0
6180,06037500202,0
6181,06037500300,0
6182,06037500402,1
6183,06037500403,0
6184,06037500404,0
6185,06037500500,1
6186,06037500600,0
6187,06037500700,0
6188,06037500800,0
6189,06037500900,1
6190,06037501001,1
6191,06037501002,0
6192,06037501200,0
6193,06037501300,0
6194,06037501400,1
6195,06037501501,0
6196,06037501503,0
6197,06037501504,1
6198,06037501600,0
6199,06037501700,0
6200,06037501802,0
6201,06037501803,1
6202,06037501804,0
6203,06037501900,0
6204,06037502003,0
6205,06037502004,0
6206,06037502005,0
6207,06037502100,0
6208,06037502200,0
6209,06037502301,0
6210,06037502302,1
6211,06037502401,0
6212,06037502402,0
6213,06037502500,0
6214,06037502601,0
6215,06037502602,1
6216,06037502700,0
6217,06037502801,0
6218,06037502802,1
6219,06037502901,0
6220,06037502902,1
6221,06037503000,0
6222,06037503103,0
6223,06037503104,1
6224,06037503105,0
6225,06037503106,0
6226,06037503201,0
6227,06037503202,0
6228,06037503301,0
6229,06037503302,1
6230,06037503401,0
6231,06037503402,0
6232,06037503501,0
6233,06037503502,0
6234,06037503601,0
6235,06037503602,0
6236,06037503701,0
6237,06037503702,0
6238,06037503703,0
6239,06037503801,0
6240,06037503802,0
6241,06037503901,0
6242,06037503902,0
6243,06037504001,0
6244,06037504002,0
6245,06037504101,0
6246,06037504102,0
6247,06037530003,0
6248,06037530004,0
6249,06037530005,0
6250,06037530006,0
6251,06037530101,1
6252,06037530102,1
6253,06037530202,1
6254,06037530203,1
6255,06037530204,1
6256,06037530301,1
6257,06037530302,1
6258,06037530400,1
6259,06037530500,1
6260,06037530601,1
6261,06037530602,1
6262,06037530700,1
6263,06037530801,1
6264,06037530802,1
6265,06037530901,1
6266,06037530902,1
6267,06037531000,1
6268,06037531101,1
6269,06037531102,1
6270,06037531201,1
6271,06037531202,1
6272,06037531301,1
6273,06037531302,1
6274,06037531502,1
6275,06037531503,1
6276,06037531504,1
6277,06037531602,1
6278,06037531603,1
6279,06037531604,1
6280,06037531701,1
6281,06037531702,1
6282,06037531800,1
6283,06037531901,1
6284,06037531902,1
6285,06037532001,1
6286,06037532002,1
6287,06037532101,1
6288,06037532102,1
6289,06037532200,1
6290,06037532302,1
6291,06037532303,1
6292,06037532304,1
6293,06037532400,1
6294,06037532500,1
6295,06037532603,1
6296,06037532604,1
6297,06037532605,1
6298,06037532606,1
6299,06037532700,1
6300,06037532800,1
6301,06037532900,1
6302,06037533001,1
6303,06037533002,1
6304,06037533103,1
6305,06037533104,1
6306,06037533105,1
6307,06037533106,1
6308,06037533107,1
6309,06037533201,1
6310,06037533202,1
6311,06037533203,1
6312,06037533300,1
6313,06037533401,1
6314,06037533402,1
6315,06037533403,1
6316,06037533501,1
6317,06037533502,1
6318,06037533503,1
6319,06037533601,1
6320,06037533602,1
6321,06037533603,1
6322,06037533701,1
6323,06037533702,1
6324,06037533703,1
6325,06037533803,1
6326,06037533804,1
6327,06037533805,1
6328,06037533806,1
6329,06037533901,1
6330,06037533902,1
6331,06037534001,1
6332,06037534002,1
6333,06037534101,1
6334,06037534102,1
6335,06037534201,1
6336,06037534202,1
6337,06037534203,1
6338,06037534301,1
6339,06037534302,1
6340,06037534403,1
6341,06037534404,1
6342,06037534405,1
6343,06037534406,1
6344,06037534501,1
6345,06037534502,1
6346,06037534700,1
6347,06037534802,1
6348,06037534803,1
6349,06037534804,1
6350,06037534900,1
6351,06037535001,1
6352,06037535002,1
6353,06037535101,1
6354,06037535102,1
6355,06037535200,1
6356,06037535300,1
6357,06037535400,1
6358,06037535501,1
6359,06037535502,1
6360,06037535503,1
6361,06037535603,1
6362,06037535604,1
6363,06037535605,1
6364,06037535606,1
6365,06037535607,1
6366,06037535701,1
6367,06037535702,1
6368,06037535802,1
6369,06037535803,1
6370,06037535804,1
6371,06037535901,1
6372,06037535902,0
6373,06037536000,1
6374,06037536102,0
6375,06037536103,1
6376,06037536104,0
6377,06037536200,0
6378,06037540000,1
6379,06037540101,1
6380,06037540102,1
6381,06037540201,1
6382,06037540202,1
6383,06037540203,1
6384,06037540300,1
6385,06037540400,1
6386,06037540501,1
6387,06037540502,1
6388,06037540600,1
6389,06037540700,1
6390,06037540800,1
6391,06037540901,1
6392,06037540902,1
6393,06037541001,0
6394,06037541002,0
6395,06037541100,0
6396,06037541200,0
6397,06037541300,0
6398,06037541400,1
6399,06037541500,1
6400,06037541603,1
6401,06037541604,1
6402,06037541605,1
6403,06037541606,1
6404,06037541700,1
6405,06037541801,1
6406,06037541802,1
6407,06037542000,1
6408,06037542103,1
6409,06037542104,1
6410,06037542105,1
6411,06037542106,1
6412,06037542200,1
6413,06037542401,1
6414,06037542402,1
6415,06037542501,1
6416,06037542502,1
6417,06037542601,1
6418,06037542602,1
6419,06037542700,1
6420,06037542800,0
6421,06037542900,1
6422,06037543000,1
6423,06037543100,1
6424,06037543201,1
6425,06037543202,1
6426,06037543304,0
6427,06037543305,0
6428,06037543306,0
6429,06037543321,0
6430,06037543322,0
6431,06037543400,0
6432,06037543501,0
6433,06037543502,0
6434,06037543503,0
6435,06037543601,0
6436,06037543602,0
6437,06037543603,0
6438,06037543604,0
6439,06037543701,0
6440,06037543702,0
6441,06037543703,0
6442,06037543801,0
6443,06037543802,0
6444,06037543903,0
6445,06037543905,1
6446,06037544001,1
6447,06037544002,0
6448,06037550000,1
6449,06037550100,0
6450,06037550201,1
6451,06037550202,0
6452,06037550300,0
6453,06037550400,0
6454,06037550500,0
6455,06037550601,0
6456,06037550602,0
6457,06037550700,0
6458,06037550800,0
6459,06037550901,1
6460,06037550902,1
6461,06037551000,0
6462,06037551101,1
6463,06037551102,1
6464,06037551201,0
6465,06037551202,0
6466,06037551300,1
6467,06037551401,1
6468,06037551402,0
6469,06037551501,0
6470,06037551502,0
6471,06037551600,0
6472,06037551700,1
6473,06037551800,0
6474,06037551900,0
6475,06037552001,0
6476,06037552002,0
6477,06037552100,0
6478,06037552200,1
6479,06037552301,0
6480,06037552302,0
6481,06037552400,1
6482,06037552601,0
6483,06037552602,0
6484,06037552700,0
6485,06037552800,0
6486,06037552900,0
6487,06037553000,0
6488,06037553100,0
6489,06037553200,0
6490,06037553300,1
6491,06037553400,1
6492,06037553502,1
6493,06037553503,1
6494,06037553504,1
6495,06037553601,1
6496,06037553602,1
6497,06037553701,1
6498,06037553702,1
6499,06037553801,1
6500,06037553802,1
6501,06037553901,1
6502,06037553902,1
6503,06037554001,0
6504,06037554002,1
6505,06037554101,0
6506,06037554103,0
6507,06037554104,1
6508,06037554105,1
6509,06037554201,0
6510,06037554203,0
6511,06037554204,1
6512,06037554301,1
6513,06037554302,1
6514,06037554403,1
6515,06037554404,1
6516,06037554405,1
6517,06037554406,0
6518,06037554511,0
6519,06037554512,0
6520,06037554513,0
6521,06037554514,0
6522,06037554515,0
6523,06037554516,0
6524,06037554517,0
6525,06037554518,0
6526,06037554519,0
6527,06037554521,0
6528,06037554522,0
6529,06037554600,1
6530,06037554700,0
6531,06037554801,1
6532,06037554802,0
6533,06037554900,0
6534,06037555001,0
6535,06037555002,0
6536,06037555102,1
6537,06037555103,0
6538,06037555104,0
6539,06037555202,0
6540,06037555211,1
6541,06037555212,1
6542,06037570001,0
6543,06037570002,0
6544,06037570003,0
6545,06037570100,0
6546,06037570202,1
6547,06037570203,1
6548,06037570204,1
6549,06037570301,1
6550,06037570303,1
6551,06037570304,1
6552,06037570402,0
6553,06037570403,1
6554,06037570404,1
6555,06037570501,0
6556,06037570502,1
6557,06037570601,1
6558,06037570602,0
6559,06037570603,1
6560,06037570701,0
6561,06037570702,0
6562,06037570800,0
6563,06037570901,0
6564,06037570902,0
6565,06037571000,0
6566,06037571101,0
6567,06037571102,0
6568,06037571200,0
6569,06037571300,0
6570,06037571400,0
6571,06037571502,0
6572,06037571503,0
6573,06037571504,0
6574,06037571600,1
6575,06037571701,1
6576,06037571703,1
6577,06037571704,1
6578,06037571800,0
6579,06037571900,0
6580,06037572001,0
6581,06037572002,0
6582,06037572100,0
6583,06037572201,0
6584,06037572202,0
6585,06037572301,1
6586,06037572302,0
6587,06037572400,0
6588,06037572500,1
6589,06037572600,0
6590,06037572700,0
6591,06037572800,1
6592,06037572900,1
6593,06037573002,1
6594,06037573003,1
6595,06037573004,1
6596,06037573100,1
6597,06037573201,1
6598,06037573202,1
6599,06037573300,1
6600,06037573401,0
6601,06037573402,0
6602,06037573403,0
6603,06037573601,0
6604,06037573700,0
6605,06037573800,0
6606,06037573902,0
6607,06037574000,0
6608,06037574100,0
6609,06037574201,0
6610,06037574202,0
6611,06037574300,0
6612,06037574400,0
6613,06037574500,0
6614,06037574601,0
6615,06037574602,0
6616,06037574700,0
6617,06037574800,0
6618,06037574901,0
6619,06037574902,1
6620,06037575001,0
6621,06037575002,0
6622,06037575101,1
6623,06037575102,1
6624,06037575103,1
6625,06037575201,1
6626,06037575202,1
6627,06037575300,1
6628,06037575401,1
6629,06037575402,1
6630,06037575500,1
6631,06037575801,1
6632,06037575802,1
6633,06037575803,1
6634,06037575901,1
6635,06037575902,1
6636,06037576001,0
6637,06037576200,1
6638,06037576301,1
6639,06037576302,1
6640,06037576401,1
6641,06037576402,1
6642,06037576403,1
6643,06037576501,1
6644,06037576502,1
6645,06037576503,1
6646,06037576601,1
6647,06037576602,0
6648,06037576700,0
6649,06037576801,1
6650,06037576802,0
6651,06037576901,1
6652,06037576903,1
6653,06037576904,1
6654,06037577000,0
6655,06037577100,0
6656,06037577200,0
6657,06037577300,0
6658,06037577400,0
6659,06037577501,0
6660,06037577504,0
6661,06037577602,0
6662,06037577603,0
6663,06037577604,0
6664,06037599000,0
6665,06037599100,0
6666,06037600100,1
6667,06037600201,1
6668,06037600202,1
6669,06037600302,0
6670,06037600303,1
6671,06037600304,1
6672,06037600400,1
6673,06037600501,0
6674,06037600502,0
6675,06037600601,0
6676,06037600602,1
6677,06037600702,0
6678,06037600703,0
6679,06037600704,1
6680,06037600801,0
6681,06037600802,0
6682,06037600902,1
6683,06037600911,1
6684,06037600912,1
6685,06037601001,0
6686,06037601002,1
6687,06037601100,1
6688,06037601202,1
6689,06037601211,1
6690,06037601212,1
6691,06037601301,0
6692,06037601302,1
6693,06037601303,1
6694,06037601401,1
6695,06037601402,1
6696,06037601501,1
6697,06037601502,1
6698,06037601600,1
6699,06037601700,1
6700,06037601801,1
6701,06037601802,1
6702,06037601900,1
6703,06037602002,0
6704,06037602003,1
6705,06037602004,1
6706,06037602103,1
6707,06037602104,1
6708,06037602105,1
6709,06037602106,0
6710,06037602200,0
6711,06037602301,0
6712,06037602302,0
6713,06037602402,0
6714,06037602403,1
6715,06037602404,1
6716,06037602504,1
6717,06037602505,1
6718,06037602506,1
6719,06037602507,1
6720,06037602508,1
6721,06037602509,1
6722,06037602600,0
6723,06037602700,0
6724,06037602801,1
6725,06037602802,1
6726,06037602900,1
6727,06037603001,1
6728,06037603004,1
6729,06037603005,1
6730,06037603006,1
6731,06037603101,0
6732,06037603102,1
6733,06037603200,0
6734,06037603301,1
6735,06037603302,1
6736,06037603400,0
6737,06037603500,0
6738,06037603600,0
6739,06037603702,0
6740,06037603703,0
6741,06037603704,1
6742,06037603801,1
6743,06037603802,1
6744,06037603900,0
6745,06037604001,1
6746,06037604002,1
6747,06037604100,1
6748,06037609900,0
6749,06037620001,0
6750,06037620002,0
6751,06037620101,0
6752,06037620102,0
6753,06037620201,0
6754,06037620301,0
6755,06037620303,0
6756,06037620305,0
6757,06037620400,0
6758,06037620501,0
6759,06037620521,0
6760,06037620522,0
6761,06037620601,0
6762,06037620602,0
6763,06037620701,0
6764,06037620702,0
6765,06037620800,0
6766,06037620901,0
6767,06037620904,0
6768,06037621001,0
6769,06037621002,0
6770,06037621004,0
6771,06037621102,0
6772,06037621104,0
6773,06037621201,0
6774,06037621204,0
6775,06037621301,0
6776,06037621324,0
6777,06037621326,0
6778,06037621400,0
6779,06037650001,0
6780,06037650003,0
6781,06037650004,0
6782,06037650101,0
6783,06037650102,0
6784,06037650200,0
6785,06037650300,0
6786,06037650401,0
6787,06037650501,0
6788,06037650502,0
6789,06037650602,0
6790,06037650603,0
6791,06037650604,0
6792,06037650605,0
6793,06037650701,0
6794,06037650702,0
6795,06037650800,0
6796,06037650901,0
6797,06037650902,0
6798,06037651001,0
6799,06037651002,0
6800,06037651101,0
6801,06037651102,0
6802,06037651201,0
6803,06037651221,0
6804,06037651222,0
6805,06037651302,0
6806,06037651304,0
6807,06037651401,0
6808,06037651402,0
6809,06037670001,0
6810,06037670002,0
6811,06037670003,0
6812,06037670100,0
6813,06037670201,0
6814,06037670202,0
6815,06037670324,0
6816,06037670326,0
6817,06037670328,0
6818,06037670403,0
6819,06037670405,0
6820,06037670406,0
6821,06037670407,0
6822,06037670411,0
6823,06037670413,0
6824,06037670416,0
6825,06037670500,0
6826,06037670602,0
6827,06037670701,0
6828,06037670702,0
6829,06037700101,1
6830,06037700102,1
6831,06037700200,0
6832,06037700300,0
6833,06037700400,0
6834,06037700501,1
6835,06037700502,0
6836,06037700600,0
6837,06037700700,0
6838,06037700801,0
6839,06037700802,0
6840,06037700901,0
6841,06037700902,0
6842,06037701000,0
6843,06037701100,1
6844,06037701201,0
6845,06037701202,0
6846,06037701302,0
6847,06037701304,0
6848,06037701402,0
6849,06037701501,0
6850,06037701502,0
6851,06037701601,0
6852,06037701602,0
6853,06037701701,0
6854,06037701702,0
6855,06037701801,0
6856,06037701802,1
6857,06037701902,1
6858,06037702002,0
6859,06037702102,0
6860,06037702201,0
6861,06037702202,0
6862,06037702300,0
6863,06037702400,0
6864,06037702501,0
6865,06037702502,0
6866,06037702600,0
6867,06037702700,0
6868,06037702801,0
6869,06037702802,1
6870,06037702803,1
6871,06037702901,0
6872,06037703001,0
6873,06037703002,0
6874,06037703100,0
6875,06037703200,0
6876,06037800101,0
6877,06037800102,0
6878,06037800202,0
6879,06037800203,0
6880,06037800204,0
6881,06037800324,0
6882,06037800325,0
6883,06037800326,0
6884,06037800327,0
6885,06037800328,0
6886,06037800329,0
6887,06037800330,0
6888,06037800331,0
6889,06037800332,0
6890,06037800406,0
6891,06037800408,0
6892,06037800410,0
6893,06037800504,0
6894,06037800506,0
6895,06037900102,1
6896,06037900103,1
6897,06037900104,1
6898,06037900201,1
6899,06037900300,0
6900,06037900501,1
6901,06037900504,0
6902,06037900505,1
6903,06037900506,1
6904,06037900507,1
6905,06037900508,0
6906,06037900602,1
6907,06037900605,1
6908,06037900606,1
6909,06037900607,1
6910,06037900608,1
6911,06037900609,1
6912,06037900701,1
6913,06037900703,1
6914,06037900704,1
6915,06037900705,1
6916,06037900803,0
6917,06037900804,1
6918,06037900805,0
6919,06037900806,1
6920,06037900900,0
6921,06037901003,0
6922,06037901004,0
6923,06037901007,0
6924,06037901008,0
6925,06037901009,1
6926,06037901010,1
6927,06037901011,0
6928,06037901101,1
6929,06037901102,0
6930,06037901205,0
6931,06037901209,0
6932,06037901210,0
6933,06037901213,0
6934,06037910001,0
6935,06037910002,1
6936,06037910101,1
6937,06037910201,1
6938,06037910202,0
6939,06037910205,0
6940,06037910206,0
6941,06037910207,0
6942,06037910208,0
6943,06037910209,0
6944,06037910210,0
6945,06037910301,0
6946,06037910302,0
6947,06037910401,0
6948,06037910402,1
6949,06037910403,1
6950,06037910404,1
6951,06037910501,1
6952,06037910502,1
6953,06037910504,1
6954,06037910505,1
6955,06037910601,1
6956,06037910602,1
6957,06037910603,1
6958,06037910605,1
6959,06037910606,0
6960,06037910705,0
6961,06037910706,0
6962,06037910707,1
6963,06037910709,0
6964,06037910711,1
6965,06037910712,0
6966,06037910713,0
6967,06037910714,1
6968,06037910715,1
6969,06037910716,0
6970,06037910804,0
6971,06037910805,0
6972,06037910807,0
6973,06037910808,0
6974,06037910809,0
6975,06037910810,0
6976,06037910811,0
6977,06037910812,0
6978,06037910813,0
6979,06037911001,0
6980,06037920011,0
6981,06037920012,0
6982,06037920013,0
6983,06037920015,0
6984,06037920016,0
6985,06037920017,0
6986,06037920018,0
6987,06037920020,0
6988,06037920023,0
6989,06037920026,0
6990,06037920028,0
6991,06037920029,0
6992,06037920030,0
6993,06037920031,0
6994,06037920032,0
6995,06037920033,1
6996,06037920034,0
6997,06037920035,0
6998,06037920036,0
6999,06037920037,1
7000,06037920038,0
7001,06037920039,0
7002,06037920040,0
7003,06037920041,0
7004,06037920042,0
7005,06037920043,0
7006,06037920044,0
7007,06037920045,0
7008,06037920102,0
7009,06037920104,0
7010,06037920106,0
7011,06037920107,0
7012,06037920108,0
7013,06037920109,0
7014,06037920110,0
7015,06037920111,0
7016,06037920112,0
7017,06037920114,0
7018,06037920115,0
7019,06037920116,0
7020,06037920118,0
7021,06037920119,0
7022,06037920200,0
7023,06037920303,0
7024,06037920312,0
7025,06037920313,0
7026,06037920314,0
7027,06037920322,0
7028,06037920326,0
7029,06037920328,0
7030,06037920329,0
7031,06037920330,0
7032,06037920331,0
7033,06037920332,0
7034,06037920334,0
7035,06037920336,1
7036,06037920337,1
7037,06037920338,0
7038,06037920339,0
7039,06037930101,0
7040,06037930200,1
7041,06037930301,0
7042,06037930401,0
7043,06037980001,0
7044,06037980002,0
7045,06037980003,0
7046,06037980004,0
7047,06037980005,0
7048,06037980006,0
7049,06037980007,0
7050,06037980008,1
7051,06037980009,0
7052,06037980010,1
7053,06037980013,0
7054,06037980014,0
7055,06037980015,1
7056,06037980018,0
7057,06037980019,0
7058,06037980020,0
7059,06037980021,0
7060,06037980022,0
7061,06037980023,0
7062,06037980024,1
7063,06037980025,0
7064,06037980026,0
7065,06037980028,0
7066,06037980030,0
7067,06037980031,0
7068,06037980033,0
